"A22-002ugml-1-1_A"
"Tetracycline-2ugml-1-1_A"
"Tetracycline-2ugml-2-1_A"
"Tetracycline-2ugml-3-1_A"
"Tetracycline-2ugml-4-1_A"
"Tigecycline-05ugml-1-1_A"
"Tigecycline-05ugml-2-1_A"
"Tigecycline-05ugml-3-1_A"
"Tigecycline-05ugml-4-1_A"
"Tigecycline-1ugml-1-1_A"
"Tigecycline-1ugml-2-1_A"
"Tigecycline-1ugml-3-1_A"
"Tigecycline-1ugml-4-1_A"
"Tigecycline-2ugml-1-1_A"
"Tigecycline-2ugml-1-3_A"
"Tigecycline-2ugml-2-1_A"
"Tigecycline-2ugml-2-3_A"
"Tigecycline-2ugml-3-1_A"
"Tigecycline-2ugml-3-3_A"
"Tigecycline-2ugml-4-1_A"
"Tigecycline-2ugml-4-3_A"
"Tigecycline-4ugml-1-1_A"
"Tigecycline-4ugml-2-1_A"
"Tigecycline-4ugml-3-1_A"
"Tigecycline-4ugml-4-1_A"
"TigecyclinepH5-4ugml-1-1_A"
"TigecyclinepH5-4ugml-2-1_A"
"TigecyclinepH5-4ugml-3-1_A"
"TigecyclinepH5-4ugml-4-1_A"
"Trehalose--1-1_A"
"Trehalose--2-1_A"
"Trehalose--3-1_A"
"Trehalose--4-1_A"
"Trimethoprim-05ugml-1-1_A"
"Trimethoprim-05ugml-2-1_A"
"Trimethoprim-05ugml-3-1_A"
"Trimethoprim-05ugml-4-1_A"
"Trimethoprim-1ugml-1-1_A"
"Trimethoprim-1ugml-2-1_A"
"Trimethoprim-1ugml-3-1_A"
"Trimethoprim-1ugml-4-1_A"
"Trimethoprim-2ugml-1-1_A"
"Trimethoprim-2ugml-2-1_A"
"Trimethoprim-2ugml-3-1_A"
"Trimethoprim-2ugml-4-1_A"
"Trimethoprim-4ugml-1-1_A"
"Trimethoprim-4ugml-2-1_A"
"Trimethoprim-4ugml-3-1_A"
"Trimethoprim-4ugml-4-1_A"
"TritonX-2-1-1_A"
"TritonX-2-2-1_A"
"TritonX-2-3-1_A"
"TritonX-2-4-1_A"
"Tween20-15-1-1_A"
"Tween20-15-2-1_A"
"Tween20-15-3-1_A"
"Tween20-15-4-1_A"
"Tween20-25-1-1_A"
"Tween20-25-2-1_A"
"Tween20-25-3-1_A"
"Tween20-25-4-1_A"
"Tween80-08-1-1_A"
"Tween80-08-2-1_A"
"Tween80-08-3-1_A"
"Tween80-08-4-1_A"
"Tween80-15-1-1_A"
"Tween80-15-2-1_A"
"Tween80-15-3-1_A"
"Tween80-15-4-1_A"
"Tween80-25-1-1_A"
"Tween80-25-3-1_A"
"Tween80-25-4-1_A"
"UV-6s-1-1_A"
"UV-6s-2-1_A"
"UV-6s-3-1_A"
"UV-6s-4-1_A"
"Urine-1%-1-1_A"
"Urine-1%-2-1_A"
"Urine-1%-3-1_A"
"Urine-5%-1-1_A"
"Urine-5%-2-1_A"
"Urine-5%-3-1_A"
"Urine-5%-4-1_A"
"Vancomycin-25ugml-1-1_A"
"Vancomycin-25ugml-2-1_A"
"Vancomycin-25ugml-3-1_A"
"Vancomycin-25ugml-4-1_A"
"Vancomycin-50ugml-1-1_A"
"Vancomycin-50ugml-2-1_A"
"Vancomycin-50ugml-3-1_A"
"Vancomycin-50ugml-4-1_A"
"pH5--1-1_A"
"pH5--2-1_A"
"pH5--3-1_A"
"pH5--4-1_A"
"pH6--1-1_A"
"pH6--2-1_A"
"pH6--3-1_A"
"pH6--4-1_A"
"pH8--1-1_A"
"pH8--2-1_A"
"pH8--3-1_A"
"pH8--4-1_A"
"pH9--1-1_A"
"pH9--2-1_A"
"pH9--3-1_A"
"pH9--4-1_A"
