"A22-002ugml-1-1_A"
"A22-002ugml-2-1_A"
"A22-002ugml-3-1_A"
"A22-002ugml-4-1_A"
"A22-005ugml-1-1_A"
"A22-005ugml-2-1_A"
"A22-005ugml-3-1_A"
"A22-005ugml-4-1_A"
"A22-01ugml-1-1_A"
"A22-01ugml-2-1_A"
"A22-01ugml-3-1_A"
"A22-01ugml-4-1_A"
"A22-02ugml-1-1_A"
"A22-02ugml-3-1_A"
"A22-02ugml-4-1_A"
"Aceticacid-10mM-1-1_A"
"Aceticacid-10mM-2-1_A"
"Aceticacid-10mM-3-1_A"
"Aceticacid-10mM-4-1_A"
"Aceticacid-1mM-1-1_A"
"Aceticacid-1mM-2-1_A"
"Aceticacid-1mM-3-1_A"
"Aceticacid-1mM-4-1_A"
"Aceticacid-5mM-1-1_A"
"Aceticacid-5mM-2-1_A"
"Aceticacid-5mM-3-1_A"
"Aceticacid-5mM-4-1_A"
"Alanine--1-1_A"
"Alanine--2-1_A"
"Alanine--3-1_A"
"Alanine--4-1_A"
"Ampicillin-128ugml-1-1_A"
"Ampicillin-128ugml-2-1_A"
"Ampicillin-128ugml-3-1_A"
"Ampicillin-128ugml-4-1_A"
"Ampicillin-256ugml-1-1_A"
"Ampicillin-256ugml-2-1_A"
"Ampicillin-256ugml-3-1_A"
"Ampicillin-256ugml-4-1_A"
"Ampicillin-32ugml-1-1_A"
"Ampicillin-32ugml-3-1_A"
"Ampicillin-32ugml-4-1_A"
"Ampicillin-64ugml-1-1_A"
"Ampicillin-64ugml-2-1_A"
"Ampicillin-64ugml-3-1_A"
"Ampicillin-64ugml-4-1_A"
"Anaerobic--1-1_A"
"Anaerobic--2-1_A"
"Anaerobic--3-1_A"
"Anaerobic--4-1_A"
"Asparagine--1-1_A"
"Asparagine--2-1_A"
"Asparagine--3-1_A"
"Asparagine--4-1_A"
"Bleach-05%-1-1_A"
"Bleach-05%-2-1_A"
"Bleach-05%-3-1_A"
"Bleach-05%-4-1_A"
"Bleach-1%-1-1_A"
"Bleach-1%-2-1_A"
"Bleach-1%-3-1_A"
"Bleach-1%-4-1_A"
"Bleach-25-1-1_A"
"Bleach-25-2-1_A"
"Bleach-25-3-1_A"
"Bleach-25-4-1_A"
"Blood--1-1_A"
"Blood--2-1_A"
"Blood--3-1_A"
"Blood--4-1_A"
"CCCP-01ugml-1-1_A"
"CCCP-01ugml-2-1_A"
"CCCP-01ugml-3-1_A"
"CCCP-01ugml-4-1_A"
"CCCP-05ugml-1-1_A"
"CCCP-05ugml-2-1_A"
"CCCP-05ugml-3-1_A"
"CCCP-05ugml-4-1_A"
"CCCP-2ugml-1-1_A"
"CCCP-2ugml-2-1_A"
"CCCP-2ugml-3-1_A"
"CCCP-2ugml-4-1_A"
"CaCl2-20mM-1-1_A"
"CaCl2-20mM-2-1_A"
"CaCl2-20mM-3-1_A"
"CaCl2-20mM-4-1_A"
"CaCl2-40mM-1-1_A"
"CaCl2-40mM-2-1_A"
"CaCl2-40mM-3-1_A"
"CaCl2-40mM-4-1_A"
"Cefaclor-1ugml-1-1_A"
"Cefaclor-1ugml-2-1_A"
"Cefaclor-1ugml-3-1_A"
"Cefaclor-1ugml-4-1_A"
"Cefaclor-2ugml-1-1_A"
"Cefaclor-2ugml-2-1_A"
"Cefaclor-2ugml-3-1_A"
"Cefaclor-2ugml-4-1_A"
"Cefaclor-4ugml-1-1_A"
"Cefaclor-4ugml-2-1_A"
"Cefaclor-4ugml-3-1_A"
"Cefaclor-4ugml-4-1_A"
"Cefaclor-8ugml-1-1_A"
"Cefaclor-8ugml-2-1_A"
"Cefaclor-8ugml-3-1_A"
"Cefaclor-8ugml-4-1_A"
"Cefepime-003ugml-1-1_A"
"Cefepime-003ugml-2-1_A"
"Cefepime-003ugml-3-1_A"
"Cefepime-003ugml-4-1_A"
"Cefepime-006ugml-1-1_A"
"Cefepime-006ugml-2-1_A"
"Cefepime-006ugml-3-1_A"
"Cefepime-006ugml-4-1_A"
"Cefepime-025ugml-1-1_A"
"Cefepime-025ugml-2-1_A"
"Cefepime-025ugml-3-1_A"
"Cefepime-025ugml-4-1_A"
"CefepimeTazobactam-003,0015ugml-1-1_A"
"CefepimeTazobactam-003,0015ugml-2-1_A"
"CefepimeTazobactam-003,0015ugml-3-1_A"
"CefepimeTazobactam-003,0015ugml-4-1_A"
"CefepimeTazobactam-006,003ugml-1-1_A"
"CefepimeTazobactam-006,003ugml-2-1_A"
"CefepimeTazobactam-006,003ugml-3-1_A"
"CefepimeTazobactam-006,003ugml-4-1_A"
"CefepimeTazobactam-0125,006ugml-1-1_A"
"CefepimeTazobactam-0125,006ugml-2-1_A"
"CefepimeTazobactam-0125,006ugml-3-1_A"
"CefepimeTazobactam-0125,006ugml-4-1_A"
"CefepimeTazobactam-25,0125ugml-1-1_A"
"CefepimeTazobactam-25,0125ugml-2-1_A"
"CefepimeTazobactam-25,0125ugml-3-1_A"
"CefepimeTazobactam-25,0125ugml-4-1_A"
"Ceferdericol-0125ugml-2-1_A"
"Ceferdericol-0125ugml-3-1_A"
"Ceferdericol-0125ugml-4-1_A"
"CeferdericolCeftazadime-0125,05ugml-1-1_A"
"CeferdericolCeftazadime-0125,05ugml-2-1_A"
"CeferdericolCeftazadime-0125,05ugml-3-1_A"
"CeferdericolCeftazadime-0125,05ugml-4-1_A"
"CeferdericolCeftazadime-0125,1ugml-1-1_A"
"CeferdericolCeftazadime-0125,1ugml-2-1_A"
"CeferdericolCeftazadime-0125,1ugml-3-1_A"
"CeferdericolCeftazadime-0125,1ugml-4-1_A"
"CeferdericolColistin-0125,02ugml-1-1_A"
"CeferdericolColistin-0125,02ugml-2-1_A"
"CeferdericolColistin-0125,02ugml-3-1_A"
"CeferdericolColistin-0125,02ugml-4-1_A"
"CeferdericolColistin-0125,04ugml-3-1_A"
"CeferdericolColistin-0125,04ugml-4-1_A"
"CeferdericolImipenem-0125,0125ugml-1-1_A"
"CeferdericolImipenem-0125,0125ugml-2-1_A"
"CeferdericolImipenem-0125,0125ugml-3-1_A"
"CeferdericolImipenem-0125,0125ugml-4-1_A"
"CeferdericolImipenem-0125,025ugml-1-1_A"
"CeferdericolImipenem-0125,025ugml-2-1_A"
"CeferdericolImipenem-0125,025ugml-3-1_A"
"CeferdericolImipenem-0125,025ugml-4-1_A"
"CeferdericolMeropenem-0125,003ugml-1-1_A"
"CeferdericolMeropenem-0125,003ugml-2-1_A"
"CeferdericolMeropenem-0125,003ugml-3-1_A"
"CeferdericolMeropenem-0125,003ugml-4-1_A"
"CeferdericolTigecycline-0125,1ugml-1-1_A"
"CeferdericolTigecycline-0125,1ugml-2-1_A"
"CeferdericolTigecycline-0125,1ugml-3-1_A"
"CeferdericolTigecycline-0125,1ugml-4-1_A"
"CeferdericolTigecycline-0625,2ugml-1-1_A"
"CeferdericolTigecycline-0625,2ugml-2-1_A"
"CeferdericolTigecycline-0625,2ugml-3-1_A"
"CeferdericolTigecycline-0625,2ugml-4-1_A"
"Ceftazidime-05ugml-1-1_A"
"Ceftazidime-05ugml-2-1_A"
"Ceftazidime-05ugml-3-1_A"
"Ceftazidime-05ugml-4-1_A"
"Ceftazidime-1ugml-2-1_A"
"Ceftazidime-1ugml-3-1_A"
"Ceftazidime-2ugml-2-1_A"
"Ceftazidime-2ugml-3-1_A"
"Ceftazidime-4ugml-2-1_A"
"Ceftazidime-4ugml-3-1_A"
"Ceftazidime-4ugml-4-1_A"
"Ceftriaxone-05ugml-1-1_A"
"Ceftriaxone-05ugml-2-1_A"
"Ceftriaxone-05ugml-3-1_A"
"Ceftriaxone-05ugml-4-1_A"
"Ceftriaxone-1ugml-2-1_A"
"Ceftriaxone-1ugml-3-1_A"
"Ceftriaxone-1ugml-4-1_A"
"Ceftriaxone-2ugml-3-1_A"
"Ceftriaxone-2ugml-4-1_A"
"Chloramphenicol-2ugml-1-1_A"
"Chloramphenicol-2ugml-2-1_A"
"Chloramphenicol-2ugml-3-1_A"
"Chloramphenicol-2ugml-4-1_A"
"Chloramphenicol-3ugml-1-1_A"
"Chloramphenicol-3ugml-2-1_A"
"Chloramphenicol-3ugml-3-1_A"
"Chloramphenicol-3ugml-4-1_A"
"Chloramphenicol-4ugml-1-1_A"
"Chloramphenicol-4ugml-2-1_A"
"Chloramphenicol-4ugml-3-1_A"
"Chloramphenicol-4ugml-4-1_A"
"Ciprofloxacin-0125ugml-1-1_A"
"Ciprofloxacin-0125ugml-2-1_A"
"Ciprofloxacin-0125ugml-3-1_A"
"Ciprofloxacin-0125ugml-4-1_A"
"Ciprofloxacin-025ugml-1-1_A"
"Ciprofloxacin-025ugml-2-1_A"
"Ciprofloxacin-025ugml-3-1_A"
"Ciprofloxacin-025ugml-4-1_A"
"Ciprofloxacin-05ugml-1-1_A"
"Ciprofloxacin-05ugml-2-1_A"
"Ciprofloxacin-05ugml-3-1_A"
"Ciprofloxacin-05ugml-4-1_A"
"Ciprofloxacin-1ugml-1-1_A"
"Ciprofloxacin-1ugml-2-1_A"
"Ciprofloxacin-1ugml-3-1_A"
"Ciprofloxacin-1ugml-4-1_A"
"CiprofloxacinRifampicin-025,2ugml-1-1_A"
"CiprofloxacinRifampicin-025,2ugml-2-1_A"
"CiprofloxacinRifampicin-025,2ugml-3-1_A"
"CiprofloxacinRifampicin-025,2ugml-4-1_A"
"CiprofloxacinRifampicin-05,2ugml-1-1_A"
"CiprofloxacinRifampicin-05,2ugml-2-1_A"
"CiprofloxacinRifampicin-05,2ugml-3-1_A"
"CiprofloxacinRifampicin-05,2ugml-4-1_A"
"Citricacid--1-1_A"
"Citricacid--2-1_A"
"Citricacid--3-1_A"
"Citricacid--4-1_A"
"Clindamycin-4ugml-1-1_A"
"Clindamycin-4ugml-2-1_A"
"Clindamycin-4ugml-3-1_A"
"Clindamycin-4ugml-4-1_A"
"Clindamycin-8ugml-1-1_A"
"Clindamycin-8ugml-2-1_A"
"Clindamycin-8ugml-3-1_A"
"Clindamycin-8ugml-4-1_A"
"Colistin-02ugml-1-1_A"
"Colistin-02ugml-2-1_A"
"Colistin-02ugml-3-1_A"
"Colistin-02ugml-4-1_A"
"Colistin-04ugml-1-1_A"
"Colistin-04ugml-2-1_A"
"Colistin-04ugml-3-1_A"
"Colistin-04ugml-4-1_A"
"Colistin-06ugml-1-1_A"
"Colistin-06ugml-2-1_A"
"Colistin-06ugml-3-1_A"
"Colistin-06ugml-4-1_A"
"ColistinCefepime-04,0125ugml-1-1_A"
"ColistinCefepime-04,0125ugml-3-1_A"
"ColistinCefepime-04,0125ugml-4-1_A"
"ColistinCefepime-04,025ugml-2-1_A"
"ColistinCefepime-04,025ugml-3-1_A"
"ColistinCefepime-04,025ugml-4-1_A"
"ColistinCiprofloxacin-02,025ugml-1-1_A"
"ColistinCiprofloxacin-02,025ugml-2-1_A"
"ColistinCiprofloxacin-02,025ugml-3-1_A"
"ColistinCiprofloxacin-02,025ugml-4-1_A"
"ColistinCiprofloxacin-04,05ugml-3-1_A"
"ColistinGentamicin-02,2ugml-1-1_A"
"ColistinGentamicin-02,2ugml-2-1_A"
"ColistinGentamicin-02,2ugml-3-1_A"
"ColistinGentamicin-02,2ugml-4-1_A"
"ColistinMeropenem-02,006ugml-1-1_A"
"ColistinMeropenem-02,006ugml-2-1_A"
"ColistinMeropenem-02,006ugml-3-1_A"
"ColistinMeropenem-02,006ugml-4-1_A"
"ColistinMeropenem-04,006ugml-1-1_A"
"ColistinMeropenem-04,006ugml-2-1_A"
"ColistinMeropenem-04,006ugml-3-1_A"
"ColistinMeropenem-04,006ugml-4-1_A"
"ColistinMetformin-02,10ugml-1-1_A"
"ColistinMetformin-02,10ugml-2-1_A"
"ColistinMetformin-02,10ugml-3-1_A"
"ColistinMetformin-02,10ugml-4-1_A"
"ColistinMetformin-04,10ugml-1-1_A"
"ColistinMetformin-04,10ugml-2-1_A"
"ColistinMetformin-04,10ugml-3-1_A"
"ColistinMetformin-04,10ugml-4-1_A"
"ColistinpH5-02ugml-1-1_A"
"ColistinpH5-02ugml-2-1_A"
"ColistinpH5-02ugml-3-1_A"
"ColistinpH5-02ugml-4-1_A"
"ColistinpH5-04ugml-3-1_A"
"ColistinpH5-04ugml-4-1_A"
"ColistinpH9-04ugml-3-1_A"
"ColistinpH9-04ugml-4-1_A"
"DMSO-1%-1-1_A"
"DMSO-1%-2-1_A"
"DMSO-1%-3-1_A"
"DMSO-1%-4-1_A"
"DMSO-10%-1-1_A"
"DMSO-10%-2-1_A"
"DMSO-10%-3-1_A"
"DMSO-10%-4-1_A"
"DMSO-5%-1-1_A"
"DMSO-5%-2-1_A"
"DMSO-5%-3-1_A"
"DMSO-5%-4-1_A"
"Daptomycin-1ugml-1-1_A"
"Daptomycin-1ugml-2-1_A"
"Daptomycin-1ugml-3-1_A"
"Daptomycin-1ugml-4-1_A"
"Daptomycin-2ugml-1-1_A"
"Daptomycin-2ugml-3-1_A"
"Doripenem-0125ugml-1-1_A"
"Doripenem-0125ugml-2-1_A"
"Doripenem-0125ugml-3-1_A"
"Doripenem-0125ugml-4-1_A"
"Doripenem-025ugml-1-1_A"
"Doripenem-025ugml-2-1_A"
"Doripenem-025ugml-3-1_A"
"Doripenem-025ugml-4-1_A"
"Doripenem-03ugml-1-1_A"
"Doripenem-03ugml-2-1_A"
"Doripenem-03ugml-3-1_A"
"Doripenem-03ugml-4-1_A"
"EDTA-01mM-1-1_A"
"EDTA-01mM-2-1_A"
"EDTA-01mM-3-1_A"
"EDTA-01mM-4-1_A"
"EDTA-05mM-1-1_A"
"EDTA-05mM-2-1_A"
"EDTA-05mM-3-1_A"
"EDTA-05mM-4-1_A"
"EDTA-1mM-1-1_A"
"EDTA-1mM-3-1_A"
"EDTA-1mM-4-1_A"
"EDTA-2mM-1-1_A"
"EDTA-2mM-3-1_A"
"EDTA-2mM-4-1_A"
"Ertapenem-003ugml-1-1_A"
"Ertapenem-003ugml-2-1_A"
"Ertapenem-003ugml-3-1_A"
"Ertapenem-003ugml-4-1_A"
"Ertapenem-006ugml-1-1_A"
"Ertapenem-006ugml-2-1_A"
"Ertapenem-006ugml-3-1_A"
"Ertapenem-006ugml-4-1_A"
"Ethanol-1%-1-1_A"
"Ethanol-1%-3-1_A"
"Ethanol-1%-4-1_A"
"Ethanol-3%-1-1_A"
"Ethanol-3%-2-1_A"
"Ethanol-3%-3-1_A"
"Ethanol-3%-4-1_A"
"Ethanol-5%-1-1_A"
"Ethanol-5%-2-1_A"
"Ethanol-5%-3-1_A"
"Ethanol-5%-4-1_A"
"FBS-5-1-1_A"
"FBS-5-2-1_A"
"FBS-5-3-1_A"
"FBS-5-4-1_A"
"Galactose--1-1_A"
"Galactose--2-1_A"
"Galactose--3-1_A"
"Galactose--4-1_A"
"Gentamicin-1ugml-1-1_A"
"Gentamicin-1ugml-3-1_A"
"Gentamicin-2ugml-1-1_A"
"Gentamicin-2ugml-3-1_A"
"Glutamate--1-1_A"
"Glutamate--2-1_A"
"Glutamate--3-1_A"
"Glutamate--4-1_A"
"Glutamine--1-1_A"
"Glutamine--2-1_A"
"Glutamine--3-1_A"
"Glutamine--4-1_A"
"Imipenem-0125ugml-1-1_A"
"Imipenem-0125ugml-2-1_A"
"Imipenem-0125ugml-3-1_A"
"Imipenem-0125ugml-4-1_A"
"Imipenem-025ugml-1-1_A"
"Imipenem-025ugml-2-1_A"
"Imipenem-025ugml-3-1_A"
"Imipenem-025ugml-4-1_A"
"Imipenem-05ugml-1-1_A"
"Imipenem-05ugml-2-1_A"
"Imipenem-05ugml-3-1_A"
"Imipenem-05ugml-4-1_A"
"Imipenem-1ugml-1-1_A"
"Imipenem-1ugml-2-1_A"
"Imipenem-1ugml-3-1_A"
"Indole-1ugml-2-1_A"
"Indole-1ugml-3-1_A"
"Indole-1ugml-4-1_A"
"Indole-5ugml-1-1_A"
"Indole-5ugml-3-1_A"
"Indole-5ugml-4-1_A"
"Isopropanol-1%-1-1_A"
"Isopropanol-1%-3-1_A"
"Isopropanol-1%-4-1_A"
"Isopropanol-5%-1-1_A"
"Isopropanol-5%-2-1_A"
"Isopropanol-5%-3-1_A"
"Isopropanol-5%-4-1_A"
"Kanamycin-1ugml-1-1_A"
"Kanamycin-1ugml-3-1_A"
"Kanamycin-1ugml-4-1_A"
"Kanamycin-2ugml-1-1_A"
"Kanamycin-2ugml-2-1_A"
"Kanamycin-2ugml-3-1_A"
"Kanamycin-2ugml-4-1_A"
"Kanamycin-4ugml-1-1_A"
"Kanamycin-4ugml-3-1_A"
"Kanamycin-4ugml-4-1_A"
"Kanamycin-6ugml-1-1_A"
"Kanamycin-6ugml-2-1_A"
"Kanamycin-6ugml-3-1_A"
"Kanamycin-6ugml-4-1_A"
"Kanamycin-8ugml-1-1_A"
"Kanamycin-8ugml-2-1_A"
"Kanamycin-8ugml-3-1_A"
"LB--1-1_A"
"LB--1-2_A"
"LB--1-3_A"
"LB--2-1_A"
"LB--2-3_A"
"LB--3-1_A"
"LB--3-2_A"
"LB--3-3_A"
"LB--4-1_A"
"LB--4-2_A"
"LB--4-3_A"
"Lactose--1-1_A"
"Lactose--2-1_A"
"Lactose--3-1_A"
"Lactose--4-1_A"
"MOPS-pH7-1-1_A"
"MOPS-pH7-2-1_A"
"MOPS-pH7-3-1_A"
"MOPS-pH7-4-1_A"
"Maltose--1-1_A"
"Maltose--2-1_A"
"Maltose--3-1_A"
"Maltose--4-1_A"
"Manitol--1-1_A"
"Manitol--2-1_A"
"Manitol--3-1_A"
"Manitol--4-1_A"
"Meropenem-003ugml-1-1_A"
"Meropenem-003ugml-2-1_A"
"Meropenem-003ugml-3-1_A"
"Meropenem-003ugml-4-1_A"
"Meropenem-006ugml-1-1_A"
"Meropenem-006ugml-2-1_A"
"Meropenem-006ugml-3-1_A"
"Meropenem-01ugml-1-1_A"
"Meropenem-01ugml-2-1_A"
"Metformin-10mgml-1-1_A"
"Metformin-10mgml-2-1_A"
"Metformin-10mgml-3-1_A"
"Metformin-10mgml-4-1_A"
"Methanol-1%-1-1_A"
"Methanol-1%-2-1_A"
"Methanol-1%-3-1_A"
"Methanol-1%-4-1_A"
"Methanol-10%-1-1_A"
"Methanol-10%-2-1_A"
"Methanol-10%-3-1_A"
"Methanol-10%-4-1_A"
"Methanol-5%-1-1_A"
"Methanol-5%-3-1_A"
"Methanol-5%-4-1_A"
"NoSalt--1-1_A"
"NoSalt--2-1_A"
"NoSalt--3-1_A"
"NoSalt--4-1_A"
"Oxacillin-1ugml-1-1_A"
"Oxacillin-1ugml-2-1_A"
"Oxacillin-1ugml-3-1_A"
"Oxacillin-1ugml-4-1_A"
"Oxacillin-2ugml-1-1_A"
"Oxacillin-2ugml-2-1_A"
"Oxacillin-2ugml-3-1_A"
"Oxacillin-2ugml-4-1_A"
"Oxacillin-4ugml-1-1_A"
"Oxacillin-4ugml-2-1_A"
"Oxacillin-4ugml-3-1_A"
"Oxacillin-4ugml-4-1_A"
"Oxacillin-8ugml-1-1_A"
"Oxacillin-8ugml-2-1_A"
"Oxacillin-8ugml-3-1_A"
"Oxacillin-8ugml-4-1_A"
"Piperacillin-16ugml-1-1_A"
"Piperacillin-16ugml-2-1_A"
"Piperacillin-16ugml-3-1_A"
"Piperacillin-16ugml-4-1_A"
"Piperacillin-2ugml-1-1_A"
"Piperacillin-2ugml-2-1_A"
"Piperacillin-2ugml-3-1_A"
"Piperacillin-2ugml-4-1_A"
"Piperacillin-4ugml-1-1_A"
"Piperacillin-4ugml-2-1_A"
"Piperacillin-4ugml-3-1_A"
"Piperacillin-4ugml-4-1_A"
"Piperacillin-8ugml-1-1_A"
"Piperacillin-8ugml-2-1_A"
"Piperacillin-8ugml-3-1_A"
"Piperacillin-8ugml-4-1_A"
"PiperacillinTazobactam-16,2ugml-1-1_A"
"PiperacillinTazobactam-16,2ugml-2-1_A"
"PiperacillinTazobactam-16,2ugml-3-1_A"
"PiperacillinTazobactam-16,2ugml-4-1_A"
"PiperacillinTazobactam-2,025ugml-1-1_A"
"PiperacillinTazobactam-2,025ugml-2-1_A"
"PiperacillinTazobactam-2,025ugml-3-1_A"
"PiperacillinTazobactam-2,025ugml-4-1_A"
"PiperacillinTazobactam-4,05ugml-1-1_A"
"PiperacillinTazobactam-4,05ugml-2-1_A"
"PiperacillinTazobactam-4,05ugml-3-1_A"
"PiperacillinTazobactam-4,05ugml-4-1_A"
"PiperacillinTazobactam-8,1ugml-1-1_A"
"PiperacillinTazobactam-8,1ugml-2-1_A"
"PiperacillinTazobactam-8,1ugml-3-1_A"
"PiperacillinTazobactam-8,1ugml-4-1_A"
"Rhamnose--1-1_A"
"Rhamnose--2-1_A"
"Rhamnose--3-1_A"
"Rhamnose--4-1_A"
"Rifampicin-1ugml-1-1_A"
"Rifampicin-1ugml-2-1_A"
"Rifampicin-1ugml-3-1_A"
"Rifampicin-1ugml-4-1_A"
"Rifampicin-2ugml-1-1_A"
"Rifampicin-2ugml-2-1_A"
"Rifampicin-2ugml-3-1_A"
"Rifampicin-2ugml-4-1_A"
"Rifampicin-4ugml-1-1_A"
"Rifampicin-4ugml-2-1_A"
"Rifampicin-4ugml-3-1_A"
"Rifampicin-4ugml-4-1_A"
"Rifampicin-8ugml-1-1_A"
"Rifampicin-8ugml-2-1_A"
"Rifampicin-8ugml-3-1_A"
"Rifampicin-8ugml-4-1_A"
"SDS-05-1-1_A"
"SDS-05-2-1_A"
"SDS-05-3-1_A"
"SDS-05-4-1_A"
"SDS-1-1-1_A"
"SDS-1-2-1_A"
"SDS-1-3-1_A"
"SDS-1-4-1_A"
"SDS-2-1-1_A"
"SDS-2-2-1_A"
"SDS-2-3-1_A"
"SDS-2-4-1_A"
"SDS-4-1-1_A"
"SDS-4-2-1_A"
"SDS-4-3-1_A"
"SDS-4-4-1_A"
"Serine--1-1_A"
"Serine--2-1_A"
"Serine--3-1_A"
"Serine--4-1_A"
"Sorbitol--1-1_A"
"Sorbitol--2-1_A"
"Sorbitol--3-1_A"
"Sorbitol--4-1_A"
"Sucrose--1-1_A"
"Sucrose--2-1_A"
"Sucrose--3-1_A"
"Sucrose--4-1_A"
"Temp-20-1-1_A"
"Temp-20-2-1_A"
"Temp-20-3-1_A"
"Temp-20-4-1_A"
