ID,Row,Column,Plate
MKPU200,6,20,4
HKPB518,6,21,4
MKP103,6,22,4
HKPB519,6,23,4
JKPB673,6,24,4
Kp25_s,7,1,4
437,7,2,4
Kp26_s,7,3,4
438,7,4,4
Kp27_s,7,5,4
439,7,6,4
Kp28_s,7,7,4
453,7,8,4
Kp29_s,7,9,4
455,7,10,4
Kp30_s,7,11,4
457,7,12,4
Kp32_s,7,13,4
458,7,14,4
99A,7,15,4
462,7,16,4
99B,7,17,4
465,7,18,4
95A,7,19,4
466,7,20,4
48B,7,21,4
MKP103,7,22,4
48A,7,23,4
JKPB640,7,24,4
HKPB520,8,1,4
RKPB807,8,2,4
Mkp103,8,3,4
MKPU205,8,4,4
HKPB052,8,5,4
MKPU206,8,6,4
HKPB007,8,7,4
MKPU208,8,8,4
HKPB010,8,9,4
MKPU209,8,10,4
HKPB055,8,11,4
MKPB013,8,12,4
HKPB059,8,13,4
MKPU210,8,14,4
HKPB011,8,15,4
MKPR214,8,16,4
HKPB058,8,17,4
MKPB023,8,18,4
HKPB056,8,19,4
MKPB002,8,20,4
HKPB017,8,21,4
MKPR220,8,22,4
HKPB057,8,23,4
DKPB009,8,24,4
41C,9,1,4
RKPU108,9,2,4
41B,9,3,4
440-S,9,4,4
36A,9,5,4
442-S,9,6,4
36B,9,7,4
446-S,9,8,4
31B,9,9,4
447-S,9,10,4
30+,9,11,4
448-S,9,12,4
29B,9,13,4
450-S,9,14,4
29A,9,15,4
MKPU087,9,16,4
26C,9,17,4
418,9,18,4
26B,9,19,4
433,9,20,4
20++,9,21,4
434,9,22,4
16A,9,23,4
464,9,24,4
MKPU144,10,1,4
HKPU101,10,2,4
MKPU146,10,3,4
DKPU040,10,4,4
RKPB535,10,5,4
MKPB039,10,6,4
RKPR001,10,7,4
MKPR270,10,8,4
RKPR002,10,9,4
DKPU071,10,10,4
RKPR003,10,11,4
MKPU274,10,12,4
RKPR004,10,13,4
MKP103,10,14,4
RKPR006,10,15,4
MKPU093,10,16,4
RKPR139,10,17,4
MKPU095,10,18,4
RKPR010,10,19,4
HKPB001,10,20,4
RKPR011,10,21,4
HKPB002,10,22,4
RKPR015,10,23,4
HKPB003,10,24,4
54,11,1,4
MKPU259,11,2,4
53,11,3,4
MKPR261,11,4,4
MKPU074,11,5,4
470,11,6,4
30,11,7,4
472,11,8,4
DKPR001,11,9,4
451-S,11,10,4
17,11,11,4
401,11,12,4
15,11,13,4
408,11,14,4
5,11,15,4
381,11,16,4
HKPB07,11,17,4
386,11,18,4
113A,11,19,4
392,11,20,4
112C,11,21,4
394,11,22,4
112B,11,23,4
315,11,24,4
RKPR016,12,1,4
HKPB004,12,2,4
RKPR017,12,3,4
HKPB005,12,4,4
RKPR018,12,5,4
HKPB013,12,6,4
RKPR019,12,7,4
HKPB016,12,8,4
RKPR020,12,9,4
DKPU095,12,10,4
RKPR024,12,11,4
HKPB053,12,12,4
RKPR025,12,13,4
RKPB003,12,14,4
RKPR026,12,15,4
RKPB026,12,16,4
RKPR027,12,17,4
RKPB031,12,18,4
RKPR029,12,19,4
RKPU083,12,20,4
RKPR030,12,21,4
RKPB077,12,22,4
RKPR032,12,23,4
RKPB133,12,24,4
112A,13,1,4
HKPR004,13,2,4
105K,13,3,4
29C,13,4,4
105J,13,5,4
41D,13,6,4
105I,13,7,4
421,13,8,4
105H,13,9,4
55,13,10,4
105G,13,11,4
RKPU119,13,12,4
105F,13,13,4
MKPR001,13,14,4
105D,13,15,4
DKPU113,13,16,4
105C,13,17,4
HKPR002,13,18,4
105B,13,19,4
HKPR003,13,20,4
105A,13,21,4
HKPR005,13,22,4
RKPU009,13,23,4
HKPR008,13,24,4
RKPR034,14,1,4
RKPB169,14,2,4
RKPR035,14,3,4
DKPU107,14,4,4
RKPR036,14,5,4
RKPB227,14,6,4
RKPR037,14,7,4
RKPB228,14,8,4
RKPR038,14,9,4
RKPB229,14,10,4
RKPR039,14,11,4
RKPB230,14,12,4
RKPR140,14,13,4
JKPB647,14,14,4
RKPR040,14,15,4
RKPB285,14,16,4
RKPR041,14,17,4
RKPB288,14,18,4
RKPR043,14,19,4
RKPB289,14,20,4
RKPR047,14,21,4
RKPB291,14,22,4
RKPR048,14,23,4
RKPB294,14,24,4
199,15,1,4
HKPR009,15,2,4
197,15,3,4
HKPR014,15,4,4
196,15,5,4
RKPU142,15,6,4
191,15,7,4
HKPR030,15,8,4
184,15,9,4
HKPR032,15,10,4
171,15,11,4
HKPU014,15,12,4
DKPU066,15,13,4
HKPU028,15,14,4
169,15,15,4
HKPU040,15,16,4
166,15,17,4
HKPU083,15,18,4
164,15,19,4
HKPU087,15,20,4
163,15,21,4
MKPU048,15,22,4
159,15,23,4
MKPU261,15,24,4
RKPR049,16,1,4
HKPU091,16,2,4
RKPR050,16,3,4
MKPB027,16,4,4
RKPR051,16,5,4
RKPB302,16,6,4
RKPR052,16,7,4
MKPU069,16,8,4
RKPR054,16,9,4
RKPB418,16,10,4
RKPR055,16,11,4
MKPB034,16,12,4
RKPR056,16,13,4
MKPU094,16,14,4
MKP103,16,15,4
MKPB022,16,16,4
RKPR058,16,17,4
MKPB036,16,18,4
RKPR059,16,19,4
MKPB003,16,20,4
RKPR060,16,21,4
MKPB025,16,22,4
RKPR061,16,23,4
MKPB007,16,24,4
